VariableCode,RegionCode,YearCode,AggValue
rgdpna,GRC,1981,152445.55242630900000000
rgdpna,GRC,1982,150718.88164431600000000
rgdpna,GRC,1983,149093.19406604600000000
rgdpna,GRC,1984,152090.83260744500000000
rgdpna,GRC,1985,155907.63805889000000000
rgdpna,GRC,1986,156714.70966483700000000
rgdpna,GRC,1987,153174.73832654300000000
rgdpna,GRC,1988,159742.65920875000000000
rgdpna,GRC,1989,165812.88025578500000000
rgdpna,GRC,1990,165812.88025578500000000
rgdpna,GRC,1991,170953.07954704600000000
rgdpna,GRC,1992,172149.75110290800000000
rgdpna,GRC,1993,169395.35508657100000000
rgdpna,GRC,1994,172783.26218938400000000
rgdpna,FRA,1984,1168019.18621200000000000
rgdpna,FRA,1985,1186825.66597885000000000
rgdpna,FRA,1986,1213598.76718398000000000
rgdpna,FRA,1987,1242584.05052948000000000
rgdpna,FRA,1988,1300582.74317051000000000
rgdpna,FRA,1989,1355046.68022035000000000
rgdpna,FRA,1990,1390549.41063597000000000
rgdpna,FRA,1991,1405001.13788941000000000
rgdpna,FRA,1992,1425764.88823546000000000
rgdpna,FRA,1993,1416249.83765944000000000
rgdpna,FRA,1994,1448078.34678237000000000
rgdpna,FRA,1995,1477723.45634236000000000
rgdpna,FRA,1996,1493498.22747767000000000
rgdpna,FRA,1997,1526112.05821002000000000
rgdpna,FRA,1998,1577667.24031717000000000
rgdpna,FRA,1999,1629603.26932150000000000
rgdpna,FRA,2000,1689571.80159530000000000
rgdpna,FRA,2001,1720587.84765630000000000
rgdpna,FRA,2002,1736569.93312560000000000
rgdpna,FRA,2003,1752190.45625031000000000
rgdpna,FRA,2004,1796779.06792373000000000
rgdpna,FRA,2005,1829597.00000000000000000
rgdpna,FRA,2006,1874731.43334915000000000
rgdpna,FRA,2007,1917576.81918752000000000
rgdpna,FRA,2008,1916029.95586720000000000
rgdpna,FRA,2009,1855731.50862626000000000
rgdpna,FRA,2010,1886594.06487372000000000
rgdpna,FRA,2011,1918623.27360684000000000
rgdpna,GAB,1960,2028.45457894148000000
rgdpna,GAB,1961,2251.18644534255000000
rgdpna,GAB,1962,2465.38828122901000000
rgdpna,GAB,1963,2816.92260826416000000
rgdpna,GAB,1964,3157.44505709036000000
rgdpna,GAB,1965,3456.89266238802000000
rgdpna,GAB,1966,3403.61672196365000000
rgdpna,GAB,1967,3890.07887278365000000
rgdpna,GAB,1968,4031.91669496205000000
rgdpna,GAB,1969,4477.41363983794000000
rgdpna,GAB,1970,4917.31887920295000000
rgdpna,GAB,1971,5421.77339094519000000
rgdpna,GAB,1972,6036.43825084752000000
rgdpna,GAB,1973,6651.09456863403000000
rgdpna,GAB,1974,9277.41861167973000000
rgdpna,GAB,1975,11057.76590382150000000
rgdpna,GAB,1976,14997.13237880190000000
rgdpna,GAB,1977,13110.17951039670000000
rgdpna,GAB,1978,9957.28542379947000000
rgdpna,GAB,1979,10004.52331136000000000
rgdpna,GAB,1980,10259.93250450440000000
rgdpna,GAB,1981,10782.70984966610000000
rgdpna,GAB,1982,10448.71321247730000000
rgdpna,GAB,1983,11034.70219741480000000
rgdpna,GAB,1984,11863.28720527300000000
rgdpna,GAB,1985,11586.52272623630000000
rgdpna,GAB,1986,11493.41369145760000000
rgdpna,GAB,1987,9522.74812840909000000
rgdpna,GAB,1988,10745.97876387590000000
rgdpna,GAB,1989,11664.25596111710000000
rgdpna,GAB,1990,12269.89180706580000000
rgdpna,GAB,1991,13019.88937087950000000
rgdpna,GAB,1992,12617.55582582530000000
rgdpna,GAB,1993,12918.76841658160000000
rgdpna,GAB,1994,13626.44686133890000000
rgdpna,GAB,1995,14304.17519053950000000
rgdpna,GAB,1996,14822.74004849050000000
rgdpna,GAB,1997,15673.32333033880000000
rgdpna,GAB,1998,16136.87586187330000000
rgdpna,GAB,1999,14423.48075003360000000
rgdpna,GAB,2000,14233.68660033310000000
rgdpna,GAB,2001,14418.23298552650000000
rgdpna,GAB,2002,14307.09996627320000000
rgdpna,GAB,2003,14685.26638867930000000
rgdpna,GAB,2004,14631.85970804880000000
rgdpna,GAB,2005,15452.59472656250000000
rgdpna,GAB,2006,15083.06762014080000000
rgdpna,GAB,2007,15934.43294078090000000
rgdpna,GAB,2008,16210.10565991800000000
rgdpna,GAB,2009,16142.95461294870000000
rgdpna,GAB,2010,17041.83617150270000000
rgdpna,GAB,2011,18027.29310657140000000
rgdpna,GRC,1951,28697.41490329660000000
rgdpna,GRC,1952,28261.58597295570000000
rgdpna,GRC,1953,30730.35713095300000000
rgdpna,GRC,1954,32095.45194479090000000
rgdpna,GRC,1955,33810.56609581350000000
rgdpna,GRC,1956,36782.87883565530000000
rgdpna,GRC,1957,39414.86302555290000000
rgdpna,GRC,1958,41227.87654411610000000
rgdpna,GRC,1959,42759.00368471880000000
rgdpna,GRC,1960,43752.97755837290000000
rgdpna,GRC,1961,49530.05329264910000000
rgdpna,GRC,1962,49710.74250403030000000
rgdpna,GRC,1963,55598.91311285020000000
rgdpna,GRC,1964,60830.59323800530000000
rgdpna,GRC,1965,67380.83687918970000000
